post,class
" okay  maybe it can explain every single  "" gap "" "" blamed on whites & racism . but still ... """,not_hate
can't wait to hear them wail when someone they loved ones is raped or killed by one of their pet non whites !,explicit_hate
"  "" we must break free from the petty politics of the past . "" "" #rncincle """,not_hate
muslims won't be a majority in 2050  but not in much else .,implicit_hate
post-fall of saigon ~ europe took less than a quarter million vietnamese refugees,not_hate
"imagine the memories they'll form while starving, cold, and violently abused. last a lifetime.",implicit_hate
"he should be shipped off to the middle east and have to serve 1 year, until he can return to the nfl! i think he needs a visual aid..",implicit_hate
so what race should the baby have been ? a patriotic picture was the point why should being white be bad when no one can control being born,not_hate
i might shock a few people saying this being a nationalist but you can't take the klan serious,not_hate
lol  she's not white  she's a redskin ! kill her !,implicit_hate
white americans need to identify and fight #whitegenocide #whitepride #identitarian # via,implicit_hate
remember obama is the most dangerous enemy america has in the white house .,not_hate
"I'm male, and am asking this question to non-binary identified people. Why do you give so much of a crap? Why can't you just lighten up, let the thread happen, and ignore it?",implicit_hate
time will prove who r allies . national socialist party has much bigger canvass spreading far & wide .,implicit_hate
another l for the white people y'all need to get her asap,implicit_hate
sanctuary city mayor battles tucker : policing ' easy for white men like us ' via,not_hate
it would be nice .. i would like the idea of my white race surviving .. to thrive and kick a,implicit_hate
i guess white lives dont matter if they kill themselves with opioids and heroine,implicit_hate
white nationalism faq | atlantic centurion,not_hate
after micah x .  it needs to go back up permanently . why was it taken down to appease these people ?,implicit_hate
protect our dignity  ban polygamy  say indian muslim women to pm,not_hate
"  "" to rob the service member of the right to express this faith will do incalculable damage to the armed forces . "" "" #military """,not_hate
watch the video of and his boyfriend from charlottesville . it's shameful .,not_hate
7 ji  is it true that instructed u to garner support in msm about ishrat ? #ishratcoverup,not_hate
blacks are 49 times more likely to assault a white than a white is to assault a black . whites need to separate to protect their families,implicit_hate
it allows white people to be free of black crime !,implicit_hate
" i'm so tired of msm created  "" optics "" "" we need to push fa """,not_hate
white bread cool,not_hate
white house doubles down on holocaust day statement that omitted jews : ' we're inclusive ',not_hate
" rt #hsbc whistleblower tells #c4news ' much more data to come  "" carroll foundation trust case """,not_hate
it's bigger than this one guy . please show me the white terrorist manual instructing whites to kill,not_hate
they knew from the start ' equality ' meant either destroying the white race or bringing it down to the lowest level .,implicit_hate
#muslimsturntojihad when you tolerate their backward 3rd world stone-age values.,implicit_hate
"  "" what do we do if ? "" "" - antifa attacks with x or with y-police do x  or don't do y-infiltrators among """,not_hate
greek white nationalists gains support while other parties falling via,not_hate
well  antifa just got themselves a cheap and easy victory . unfortunately for them  it wasn't in dixie .,not_hate
thin i suppose it did unite the right and divide the cucks,not_hate
life of indian pm not his private choice to be put at risk on invitation of jokers like nawaj sharief ;,not_hate
diversity problems ? oh you mean like the all white 2016 democrat primary ? kind of similar to bill's old all white golf club,not_hate
do you agree that martyrdom operations that kill nonmilitary are evil ?,not_hate
white on white crime is shameful by numbers not blacks,not_hate
"  "" does white identity mean white supremacy ? "" "" responds to """,not_hate
part of me wishes she said . yes the potus is creating a bill to unabolish slavory . but this time not african americans . just liberals .,not_hate
go for it. i'll pay to transport illegals to your state. win win for u and me,implicit_hate
how british illuminati bankers ) helped create the kingdom of saudi arabia -,implicit_hate
"  "" : what the world rejected : adolf hitler's peace offers 1933-1939 via "" "" """,not_hate
gregory hood says what should really frighten lefties is not the nationalist shift at the rnc  but what comes next,not_hate
: new black panther negroes started mobilization to burn white communities,implicit_hate
president obama hosts jewish leaders at white house hanukkah party via #withjewswelose,not_hate
state govt tapping the phones of sh . dv sadananda gowda's relatives ; bjp demands siddharamiah's resignation & cbi probe ...,not_hate
please tell me how i'm racist . oh wait i bet you'll say i'm racist against white ppl,not_hate
"  "" lawyers for la raza ... believe it is their mission to humiliate and destroy white christian america . "" "" """,implicit_hate
now show the whole clip where she was about to start throwing punches on people in that pile . she was there to do battle  she got it .,not_hate
south korean airport grapples with overflowing garbage from chinese tourists,not_hate
podcast : the left is lashing out . white babies  maga hatsanything can trigger their anti-white animus .,not_hate
: two of my favorite alt-right accounts are and .,not_hate
