id,annotators,rationales,post_tokens,sentence,rationale_words,label_majority,label
22331692_gab,"{'label': [0, 0, 0], 'annotator_id': [17, 23, 46], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0]]","['imagine', 'unironically', 'believing', 'the', 'high', 'iq', 'kike', 'meme']",imagine unironically believing the high iq kike meme,kike,hateful,hateful
1179066143794794497_twitter,"{'label': [1, 1, 1], 'annotator_id': [18, 97, 1], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', 'amen', 'i', 'will', 'put', 'my', '<number>', 'cents', 'in', 'and', 'help', 'as', 'well', 'the', 'intersection', 'of', 'veganism', 'women', 'hip', 'hop', 'music', 'and', 'islam', 'in', 'sneaker', 'culture']",<user> <user> amen i will put my <number> cents in and help as well the intersection of veganism women hip hop music and islam in sneaker culture,,non-hateful,non-hateful
1179075591871463424_twitter,"{'label': [1, 1, 1], 'annotator_id': [194, 1, 91], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'we', 'dont', 'have', 'a', 'coherent', 'refugee', 'policy', 'when', 'we', 'have', 'such', 'high', 'levels', 'of', 'poverty', 'should', 'state', 'resources', 'be', 'expended', 'on', 'our', 'own', 'poor', 'people', 'instead', 'of', 'poor', 'people', 'who', 'arent', 'even', 'our', 'citizens']",<user> we dont have a coherent refugee policy when we have such high levels of poverty should state resources be expended on our own poor people instead of poor people who arent even our citizens,,non-hateful,non-hateful
12979526_gab,"{'label': [0, 0, 0], 'annotator_id': [200, 202, 207], 'target': [['Islam', 'Refugee'], ['Arab', 'Islam'], ['Arab', 'Islam', 'Refugee']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]]","['hi', 'all', 'i', 'am', 'a', 'twitter', 'refugee', 'but', 'no', 'i', 'wont', 'rape', 'yr', 'daughters', 'as', 'a', 'true', 'conservative', 'i', 'am', 'a', 'mortal', 'enemy', 'of', 'islam', 'twitter', 'the', 'nytimes', 'liberals', 'socialists', 'illegal', 'aliens', 'and', 'similar', 'glad', 'to', 'be', 'here', 'amongst', 'the', 'humans', 'and', 'the', 'sane', 'death', 'to', 'islam', 'and', 'iran']",hi all i am a twitter refugee but no i wont rape yr daughters as a true conservative i am a mortal enemy of islam twitter the nytimes liberals socialists illegal aliens and similar glad to be here amongst the humans and the sane death to islam and iran,mortal enemy of islam death to islam and iran,hateful,hateful
1185235911853957126_twitter,"{'label': [1, 1, 1], 'annotator_id': [70, 6, 69], 'target': [['None'], ['None'], ['None']]}",[],"['nuke', 'a', 'gay', 'whale', 'for', 'christ']",nuke a gay whale for christ,,non-hateful,non-hateful
1087834593204539392_twitter,"{'label': [1, 1, 1], 'annotator_id': [6, 7, 115], 'target': [['None'], ['None'], ['None']]}",[],"['a', 'covington', 'catholic', 'a', 'native', 'american', 'indian', 'and', 'a', 'black', 'hebrew', 'israelite', 'walk', 'into', 'a', 'bar']",a covington catholic a native american indian and a black hebrew israelite walk into a bar,,non-hateful,non-hateful
1179058712515956743_twitter,"{'label': [1, 1, 1], 'annotator_id': [34, 30, 29], 'target': [['None'], ['None'], ['None']]}",[],"['he', 'managed', 'to', 'articulate', 'what', 'for', 'me', 'has', 'been', 'only', 'knowable', 'but', 'inexpressible', 'at', 'least', 'through', 'words', 'words', 'my', 'constant', 'struggle', 'about', 'what', 'it', 'like', 'to', 'grow', 'up', 'within', 'the', 'ex', 'yugo', 'context', 'in', 'my', 'case', '1', 'st', 'generation', 'immigrant', 'to', 'macedonian', 'parents']",he managed to articulate what for me has been only knowable but inexpressible at least through words words my constant struggle about what it like to grow up within the ex yugo context in my case 1 st generation immigrant to macedonian parents,,non-hateful,non-hateful
12370283_gab,"{'label': [0, 0, 0], 'annotator_id': [1, 58, 4], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['holy', 'crap', '<user>', 'on', 'twitter', 'is', 'nigger', 'meme', 'central', 'look', 'at', 'this', 'gem', 'from', 'trump', 'un', 'speech']",holy crap <user> on twitter is nigger meme central look at this gem from trump un speech,nigger meme,hateful,hateful
1179086793259573250_twitter,"{'label': [1, 1, 1], 'annotator_id': [30, 9, 20], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'why', 'keep', 'the', 'racial', 'divide', 'there', 'no', 'white', 'person', 'than', 'condones', 'what', 'she', 'did', 'and', 'does', 'not', 'recognize', 'it', 'as', 'a', 'crime', 'a', 'criminal', 'got', 'found', 'guilty', 'and', 'will', 'be', 'sent', 'to', 'jail', 'that', 'what', 'matters']",<user> why keep the racial divide there no white person than condones what she did and does not recognize it as a crime a criminal got found guilty and will be sent to jail that what matters,,non-hateful,non-hateful
1179030824668352512_twitter,"{'label': [1, 1, 1], 'annotator_id': [4, 17, 25], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', 'announced', 'clerks', '<number>', 'i', 'am', 'excited', 'you', 'need', 'an', 'extra', 'on', 'set', 'someone', 'to', 'make', 'sure', 'porch', 'monkey', 'was', 'taken', 'back', 'i', 'am', 'willing', 'to', 'come', 'work']",<user> announced clerks <number> i am excited you need an extra on set someone to make sure porch monkey was taken back i am willing to come work,,non-hateful,non-hateful
1266939334772523009_twitter,"{'label': [0, 0, 0], 'annotator_id': [202, 231, 213], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 0, 1, 0], [0, 1, 1, 1, 1, 0]]","['<user>', 'tonight', 'i', 'ate', 'kike', '<time>']",<user> tonight i ate kike <time>,tonight i ate kike,hateful,hateful
2432948_gab,"{'label': [0, 0, 0], 'annotator_id': [3, 46, 4], 'target': [['Islam'], ['Arab'], ['Islam']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]]","['<user>', 'explicit', 'terrorist', 'imagery', 'that', 'means', 'no', 'more', 'exposing', 'what', 'muzzies', 'are', 'doing']",<user> explicit terrorist imagery that means no more exposing what muzzies are doing,muzzies,hateful,hateful
16845479_gab,"{'label': [0, 0, 0], 'annotator_id': [44, 4, 1], 'target': [['Caucasian', 'Islam', 'Homosexual'], ['Islam', 'Caucasian', 'Homosexual', 'Women', 'African'], ['Islam', 'Homosexual']]}","[[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]]","['shot', 'by', 'a', 'muzzie', 'that', 'reported', 'to', 'a', 'dyke', 'who', 'answered', 'to', 'a', 'leftist', 'mudshark', 'in', 'communist', 'mn', 'yeah', 'i', 'believe', 'it']",shot by a muzzie that reported to a dyke who answered to a leftist mudshark in communist mn yeah i believe it,muzzie dyke leftist mudshark,hateful,hateful
14031786_gab,"{'label': [1, 1, 1], 'annotator_id': [204, 207, 208], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}",[],"['the', 'jews', 'are', 'less', 'than', '<number>', 'of', 'the', 'total', 'world', 'population', 'so', 'the', 'only', 'way', 'you', 'can', 'be', 'right', 'is', 'if', 'all', 'the', 'jews', 'are', 'some', 'kind', 'of', 'ultra', 'wizards', 'fyi', 'the', 'jews', 'are', 'not', 'some', 'kind', 'of', 'ultra', 'wizards']",the jews are less than <number> of the total world population so the only way you can be right is if all the jews are some kind of ultra wizards fyi the jews are not some kind of ultra wizards,,non-hateful,non-hateful
1179065625626460162_twitter,"{'label': [1, 1, 1], 'annotator_id': [1, 18, 30], 'target': [['None'], ['None'], ['None']]}",[],"['<user>', '<user>', '<user>', '<user>', 'i', 'pity', 'for', 'you', 'you', 'know', 'nothing', 'how', 'hundreds', 'have', 'dies', 'fighting', 'terrorists', 'they', 'are', 'just', 'like', 'japanese', 'people', 'who', 'raped', 'your', 'women', 'and', 'murdered', 'your', 'men', 'i', 'think', 'you', 'forgot', 'how', 'evil', 'people', 'can', 'get', 'bye']",<user> <user> <user> <user> i pity for you you know nothing how hundreds have dies fighting terrorists they are just like japanese people who raped your women and murdered your men i think you forgot how evil people can get bye,,non-hateful,non-hateful
15527158_gab,"{'label': [0, 0, 0], 'annotator_id': [3, 1, 100], 'target': [['Islam'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['never', 'open', 'your', 'door', 'to', 'a', 'muslim', 'shit', 'skin', 'cop', 'or', 'if', 'you', 'do', 'be', 'prepared', 'to', 'kill', 'the', 'fucking', 'nigger', 'because', 'as', 'has', 'been', 'demonstrated', 'if', 'you', 'call', 'a', 'muslim', 'cop', 'especially', 'after', 'the', 'minnesota', 'muslim', 'got', 'away', 'with', 'murder', 'they', 'know', 'they', 'are', 'above', 'the', 'law']",never open your door to a muslim shit skin cop or if you do be prepared to kill the fucking nigger because as has been demonstrated if you call a muslim cop especially after the minnesota muslim got away with murder they know they are above the law,muslim shit skin kill the fucking nigger,hateful,hateful
1179006287981502465_twitter,"{'label': [1, 1, 1], 'annotator_id': [1, 52, 34], 'target': [['None'], ['None'], ['None']]}",[],"['leaders', 'of', 'refugee', 'resettlement', 'agencies', 'refugees', 'advocates', 'political', 'leaders', 'will', 'discuss', 'the', 'impact', 'of', 'the', 'trump', 'administration', 'plan', 'to', 'cap', 'refugee', 'admissions', 'at', 'a', 'record', 'low', '<number>', 'for', 'the', 'fiscal', 'year', 'that', 'begins', 'today']",leaders of refugee resettlement agencies refugees advocates political leaders will discuss the impact of the trump administration plan to cap refugee admissions at a record low <number> for the fiscal year that begins today,,non-hateful,non-hateful
21149794_gab,"{'label': [0, 0, 0], 'annotator_id': [4, 191, 27], 'target': [['Hispanic', 'Jewish'], ['Refugee', 'Hispanic'], ['Hispanic', 'Jewish']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['the', 'policy', 'was', 'wonderfully', 'effective', 'it', 'succeeded', 'in', 'keeping', 'insane', 'kike', 'with', 'taco', 'beaner', 'last', 'name', 'nicholas', 'cruz', 'from', 'suffering', 'the', 'fate', 'of', 'the', 'school', 'to', 'prison', 'pipeline', 'everybody', 'sing', 'kumbaya', 'kumbaya']",the policy was wonderfully effective it succeeded in keeping insane kike with taco beaner last name nicholas cruz from suffering the fate of the school to prison pipeline everybody sing kumbaya kumbaya,kike taco beaner,hateful,hateful
1178762141408608256_twitter,"{'label': [1, 1, 1], 'annotator_id': [18, 45, 59], 'target': [['None'], ['None'], ['None']]}",[],"['recent', 'years', 'do', 'display', 'unmistakable', 'analogies', 'to', 'european', 'anti', 'semitism', 'immediately', 'preceding', 'the', 'holocaust']",recent years do display unmistakable analogies to european anti semitism immediately preceding the holocaust,,non-hateful,non-hateful
13265405_gab,"{'label': [0, 0, 0], 'annotator_id': [67, 4, 81], 'target': [['Jewish'], ['Jewish'], ['Jewish']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]]","['i', 'am', 'a', 'proud', 'nsdap', 'member', 'nazi', 'was', 'a', 'kike', 'slur', 'i', 'will', 'not', 'wear', 'it', 'nsd', 'ap']",i am a proud nsdap member nazi was a kike slur i will not wear it nsd ap,proud nsdap member kike slur,hateful,hateful
1178607039653789697_twitter,"{'label': [1, 1, 1], 'annotator_id': [3, 89, 30], 'target': [['None'], ['None'], ['None']]}",[],"['rt', '<user>', 'hyderabad', 'woman', 'allegedly', 'gang', 'raped', 'by', 'five', 'men', 'for', 'two', 'days', 'in', 'the', 'presence', 'of', 'her', 'husband', 'who', 'was', 'confined', 'by', 'the', 'men', 'rachakonda', 'police', 'has', 'apprehended', '<number>', 'people', 'including', '<number>', 'who', 'allegedly', 'committed', 'the', 'crime', 'further', 'investigation', 'is', 'underway']",rt <user> hyderabad woman allegedly gang raped by five men for two days in the presence of her husband who was confined by the men rachakonda police has apprehended <number> people including <number> who allegedly committed the crime further investigation is underway,,non-hateful,non-hateful
19956346_gab,"{'label': [0, 0, 0], 'annotator_id': [3, 46, 4], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]]","['note', 'no', 'nigger', 'was', 'harmed', 'during', 'the', 'making', 'of', 'this', 'film']",note no nigger was harmed during the making of this film,nigger,hateful,hateful
1179092454492049408_twitter,"{'label': [1, 1, 1], 'annotator_id': [44, 84, 1], 'target': [['None'], ['None'], ['None']]}",[],"['for', 'the', 'queer', 'readers', 'you', 'deserve', 'every', 'adventure', 'nina', 'varela', 'baby', 'i', 'already', 'love', 'u', 'so', 'much']",for the queer readers you deserve every adventure nina varela baby i already love u so much,,non-hateful,non-hateful
13730242_gab,"{'label': [0, 0, 0], 'annotator_id': [23, 46, 96], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]]","['nothing', 'is', 'more', 'cringy', 'than', 'a', 'nigger', 'in', 'a', 'flashy', 'suit']",nothing is more cringy than a nigger in a flashy suit,nigger,hateful,hateful
1213875760420794368_twitter,"{'label': [1, 1, 1], 'annotator_id': [211, 199, 245], 'target': [['None'], ['Asian'], ['Asian']]}",[],"['<user>', 'yet', 'colin', 'nike', 'exploits', 'asians', 'at', 'an', 'alarming', 'rate', 'i', 'hate', 'graham', 'and', 'the', 'cult45', 'but', 'i', 'agree', 'with', 'him', 'on', 'this']",<user> yet colin nike exploits asians at an alarming rate i hate graham and the cult45 but i agree with him on this,,non-hateful,non-hateful
1178322843022450688_twitter,"{'label': [1, 1, 1], 'annotator_id': [4, 18, 1], 'target': [['Caucasian'], ['None'], ['None']]}",[],"['<user>', 'bring', 'out', 'the', 'uneducated', 'hillbillies', 'and', 'white', 'supremacists', 'to', 'our', 'sign', 'meeting', 'and', 'donate', 'to', 'our', 'right', 'wing', 'cause', 'duh', 'i', 'work', 'oil', 'duh', 'i', 'like', 'truck', 'duh', 'me', 'hate', 'muslim', 'duh', 'i', 'can', 'not', 'read']",<user> bring out the uneducated hillbillies and white supremacists to our sign meeting and donate to our right wing cause duh i work oil duh i like truck duh me hate muslim duh i can not read,,non-hateful,non-hateful
14971439_gab,"{'label': [1, 1, 1], 'annotator_id': [228, 223, 233], 'target': [['None'], ['None'], ['None']]}",[],"['it', 'been', 'a', 'slow', 'targeted', 'boil', '•', '<number>', '<number>', 'twitter', 'places', 'limits', 'on', 'parody', 'accounts', '•', '<number>', 'the', 'company', 'issues', 'targeted', 'abuse', 'guidelines', 'in', 'response', 'to', 'a', 'wave', 'of', 'high', 'profile', 'misogynistic', 'harassment', '•', '<number>', 'twitter', 'bans', 'threats', 'terrorism', 'promoting', 'violence', 'against', 'others', 'twitterpurge']",it been a slow targeted boil • <number> <number> twitter places limits on parody accounts • <number> the company issues targeted abuse guidelines in response to a wave of high profile misogynistic harassment • <number> twitter bans threats terrorism promoting violence against others twitterpurge,,non-hateful,non-hateful
15062922_gab,"{'label': [0, 0, 0], 'annotator_id': [20, 88, 4], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['the', 'worthless', 'nigger', 'shot', 'the', 'trooper', 'in', 'the', 'back', 'several', 'times', 'with', 'a', 'rifle']",the worthless nigger shot the trooper in the back several times with a rifle,worthless nigger,hateful,hateful
1161422700566503426_twitter,"{'label': [1, 1, 1], 'annotator_id': [6, 8, 115], 'target': [['None'], ['None'], ['None']]}",[],"['meryl', 'streep', 'in', 'little', 'women', '🥺']",meryl streep in little women 🥺,,non-hateful,non-hateful
27511340_gab,"{'label': [1, 1, 1], 'annotator_id': [199, 217, 215], 'target': [['Jewish'], ['Men', 'Women'], ['None']]}",[],"['recognising', 'jerusalem', 'as', 'israels', 'capital', 'and', 'relocating', 'the', 'arabs', 'to', 'jordan', 'is', 'not', 'pro', 'israel', 'it', 'is', 'fact', 'and', 'truth']",recognising jerusalem as israels capital and relocating the arabs to jordan is not pro israel it is fact and truth,,non-hateful,non-hateful
13075034_gab,"{'label': [0, 0, 0], 'annotator_id': [25, 6, 7], 'target': [['African'], ['African'], ['African']]}","[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]]","['jim', 'daughty', 'at', 'the', 'croton', 'gazette', 'is', 'a', 'nigger', 'lover', 'dickens', 'sneezed', 'a', 'lot']",jim daughty at the croton gazette is a nigger lover dickens sneezed a lot,nigger lover,hateful,hateful
10374353_gab,"{'label': [1, 1, 1], 'annotator_id': [92, 13, 9], 'target': [['None'], ['None'], ['None']]}",[],"['there', 'is', 'a', 'link', 'on', 'washington', 'examiner', 'that', 'suggests', 'the', 'dws', 'it', 'paki', 'it', 'aide', 'has', 'terrorist', 'ties', 'but', 'the', 'link', 'will', 'not', 'post', 'why', 'washingtonexaminer', 'com', 'ron', 'desantis', 'fired', 'debbie', 'wasserman', 'schultz', 'aide', 'may', 'have', 'terrorist', 'ties', 'article', '<number>']",there is a link on washington examiner that suggests the dws it paki it aide has terrorist ties but the link will not post why washingtonexaminer com ron desantis fired debbie wasserman schultz aide may have terrorist ties article <number>,,non-hateful,non-hateful
10824649_gab,"{'label': [0, 0, 0], 'annotator_id': [206, 203, 213], 'target': [['African', 'Arab', 'Hindu', 'Islam', 'Jewish', 'Refugee'], ['Islam'], ['African', 'Arab']]}","[[1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","['sucking', 'all', 'the', 'msm', 'dick', 'eh', 'curry', 'nigger', 'race', 'traitor', 'tell', 'em', 'how', 'you', 'are', 'really', 'an', 'sjw', 'who', 'sides', 'with', 'sadiq', 'khan', 'mayor', 'of', 'londonstan', 'and', 'believe', 'curries', 'and', 'sand', 'niggers', 'should', 'steal', 'whyte', 'wymn', 'and', 'destroy', 'the', 'white', 'race', 'gabfam', 'speakfreely', 'tell', 'em', 'how', 'you', 'censor', 'downvotes', 'profitmonger']",sucking all the msm dick eh curry nigger race traitor tell em how you are really an sjw who sides with sadiq khan mayor of londonstan and believe curries and sand niggers should steal whyte wymn and destroy the white race gabfam speakfreely tell em how you censor downvotes profitmonger,sucking all the msm dick curry nigger sand niggers should steal whyte wymn and destroy the white race,hateful,hateful
