platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,label
tieba,gender,不管是男的女的，至少不能是高中毕业的没能耐还天天想要这想要那，别人不要你就说是歧视的nt,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",44,hateful
tieba,lgbt,原来是他不被娘服待见,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,hateful
zhihu,region,河南人，回族，现在东北上学😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
zhihu,region,你再加一个经常去上海出差，buff就叠满了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",21,non-hateful
zhihu,region,拿刀砍人正常？ excuse me?,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
tieba,race,什么是快乐猩球？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",8,hateful
zhihu,race,那她得不介绍她的社会关系。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
tieba,race,凡是黑人模特图片的衣服，我一律不会买！,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",19,hateful
zhihu,region,正常东北人是不歧视的，但不得不说，在东北，东北红脖子和东北奸都是有的，前者认为东北最好，目空一切；后者认为东北最差，南方是爹。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",63,hateful
zhihu,race,活踏马的该！这种人活着干嘛,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
zhihu,race,跪族篮孩居然歧视黑人，好奇怪的现象。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",18,hateful
tieba,race,唉，我们的血统啊！,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,non-hateful
zhihu,region,哈哈 这是能说的吗😓,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
zhihu,race,太羡慕了🐶,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,non-hateful
tieba,race,队长，我的队长，你在哪里？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
tieba,lgbt,本可唯一的过错就素泄露了个人信息，才让不法分子有了可乘之机。大叔随后表示知道了地址随时会来找本可，氮素他要怎么找呢，在校门口挨个问你是不是txl吗,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",73,hateful
tieba,lgbt,这意思不是最早动物还分辨不了tx行为和yx行为吗？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",25,non-hateful
tieba,gender,qq发过来,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,non-hateful
zhihu,lgbt,啊啊啊啊啊啊啊啊啊啊啊好可爱的男孩子！！！！希望你能跟你的老攻好好的！！！（鸡冻）,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",41,non-hateful
tieba,race,不奇怪有些动物喜欢缠着人类小狒狒也不例外,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",20,hateful
tieba,lgbt,我只能说被惹急了，你要是总和他对话，你就明白他是什么样的人了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",30,non-hateful
tieba,race,看看，就黑人这幅德行还有人给洗呢,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",16,hateful
tieba,race,猩猩会打篮球吗，不是只会一遍采棉花，一遍吃西瓜吗,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",24,hateful
zhihu,region,很喜欢东北人，因为热情，东北人扶起跌倒老人的概率，或许是全大陆最高的。和我青梅竹马的妹子是东北人，恩师也是东北人。以前快手爆火的时候，几乎全网批判东北人，我就发现很不对劲，因为这些都和我在现实中所经历的不一样。随着从各地老人的叙述中，了解到到许多书本没有的历史，也逐渐搞懂了很多事。对此产生了许多无奈的思绪，毕竟很多都是不可能公开说的。也是尝试过帮东北人说话，无论是现实中还是网络上，都没有任何作用。导人向善的速度，始终赶不上魔化的速度…………,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",222,hateful
tieba,race,比不上西餐。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
tieba,gender,理智告诉自己这样不好但是现实中难免受影响，不过法律面前人人平等,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",31,non-hateful
tieba,gender,反冲是在敌人预设的阵地上与敌人作战，伤亡大而收益低，哪怕夺下来以后敌人也能轻易毁掉（删评控评），没有意义，而另起炉灶，构筑自己的阵地就能让上面的局势敌我互换比如这个例子，同样可以提出“婚姻是为了确保每个女性都有一个固定的供养者”,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",114,non-hateful
tieba,race,他们不是反对种族黑人歧视，他们只是反对歧视,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",21,non-hateful
zhihu,race,调查报告，性知识不会看吗？欧美那个是专门选大的和用医学技术填充的，没看到这么软吗？亚洲日本av文化你知道吗？就是胖子肥宅加短小，然而欧美肥胖率特别高，胖子很多,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",79,hateful
zhihu,region,你们卫辉官媒黑山东 不是让山东来救援的赶紧滚吗,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",23,hateful
tieba,gender,你厌女，你是天才吗哈哈哈哈哈哈哈哈哈哈哈哈,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 0, 1, 0, 0]",21,hateful
zhihu,region,我觉得很奇怪啊，我从来没歧视过外地人，我同学也不歧视外地人，怎么网上都在说排外，搞得我现在真的排外了😅,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",54,hateful
tieba,race,彭家桥和梁家渡是它们最好的去处。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,non-hateful
tieba,lgbt,高中毕业去电子厂打螺丝吗？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 0, 1]",13,hateful
tieba,race,这货应该是虫混而且她基因就是虫混而且一看它用修图功能把它的绵羊卷毛头发修成直发而且还把它的黑咖啡色皮肤修成暗黄皮肤。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",58,hateful
zhihu,race,你的立场是基于笑话吗？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
tieba,gender,女的？妇女！,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",6,hateful
tieba,gender,然而现在大多数人选择不结婚，剩下的大多数从外国娶，或者入赘外国。选择和本国人结婚的少之又少。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",46,hateful
zhihu,race,搞大外国女人的肚子跑了还不够，这只是开始，以后在国内也会这样。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",31,hateful
tieba,gender,沈腾这人行，能处,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,lgbt,这个基佬又来教养人传艾了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 1]",12,hateful
tieba,gender,今天晚上下课，我在门口等同学，她出来拿起手机来偷偷地对着我，我看到了她就收起来了，大概率是在偷拍我，咋搞，直接开骂还是静观其变，要是是我自作多情那就很尴尬。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",78,non-hateful
zhihu,race,😅25年没人要，你这,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
zhihu,race,是的是的，没错没错，我乡下来的，没读过书不知道,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",23,non-hateful
zhihu,region,骂吧骂吧，反正谁出事了该帮还是帮😆,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",20,non-hateful
tieba,gender,不应该打你爱的人，不管是男的还是女的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
zhihu,race,国男和我说话！完了，我不干净了！,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",16,hateful
tieba,race,下面那个回复太有才了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,non-hateful
zhihu,region,缺了一个城市，西安热搜之王，流量密码,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
zhihu,race,但是，女方想隐瞒你也很难知道,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
tieba,race,黑人有啥资格在别人家里要求这家的主人必须对他好,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",23,hateful
zhihu,race,一看就是个抠脚大汉,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,hateful
zhihu,race,哈哈哈哈从良妓哈哈哈哈,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",11,hateful
zhihu,race,老兄，我在尼日利亚okpella水泥厂,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,non-hateful
tieba,lgbt,2.一方面说同性恋是天生的，在人口中比例是固定的，说同性恋不能被矫正，直男也没法转同。另一方面却常为直男被“掰弯”成同性恋沾沾自喜，面对成功被矫正的同性恋案例却视而不见。----直男扳弯和所谓矫正同性恋一样，都不过是城乡故事，并没有任何医疗临床证实。相反，全世界医疗界反复验证了性倾向无法改变。所以在论坛上说些斗不过是私人观点斗嘴，毫无意义。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",171,hateful
zhihu,region,你这自古文化血脉这词值得品味🤔,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
tieba,gender,对事不对人吧，她又不打拳,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",12,non-hateful
tieba,race,现在欧美每一部电影都要有黑人，要不然就是种族歧视！现在天朝抗日剧里面开始出现黑人,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",40,hateful
tieba,lgbt,为什么男人更加讨厌基佬？他们的母亲是男人？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 1, 0, 0]",21,hateful
tieba,race,咋不打死这狗比贱货,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,hateful
tieba,gender,我们没有说胖，我们只是想说摄像头买小了，用13mm超广角镜头拍摄也没能拍全这位的月佥,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 0, 1]",42,hateful
tieba,gender,这帮b，艹,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,hateful
tieba,race,猩猩有文化？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",6,hateful
tieba,lgbt,卡肺囊虫肺炎和隐脑大几率会死人的。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
tieba,gender,上次遇到一个坦克，直接跟说自己这么漂亮怎么可能没谈过对象我就知道是什么成分了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",38,hateful
zhihu,lgbt,害啊，俺jio得介个吧……男也好，女也好，中意就好啦,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",26,non-hateful
zhihu,lgbt,其实同性恋中大多数德行好不好真的是很难说的一个问题，有些确实嘴碎、娘等，但有些也确实只是天生的、想正常生活的，我们所能做的也就是不要乱贴标签，尊重彼此不存恶意好好生活吧,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",84,hateful
tieba,lgbt,那基佬敢在部队里承认自己是同的身份吗？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",19,hateful
zhihu,race,这个人很早就挑拨地域对立了，别理他拉黑,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",19,hateful
zhihu,race,跟过黑人的女人兄弟盟接不起这个婚，都嫁给你，没别的，慷慨🤭,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",32,hateful
zhihu,race,我现在还没有女朋友，我有了再说,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
zhihu,race,确实，我同意要自由恋爱，爱情不分人种和肤色，什么?问我女儿要找个黑人怎么办?就当没生过喽,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",44,hateful
tieba,lgbt,活着一条小丑,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,hateful
zhihu,race,我笑了。黑人骂中国人、说中国属于黑人就是言论自由；中国人反感黑人、骂黑人就是种族歧视。这是什么狗屁道理？歧视黑人正确吗？非常正确，我们大学的政治教授都让我们远离黑人、远离性病艾滋。这可以说说的非常正确。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 1]",101,hateful
tieba,gender,咱不说舔狗和理中客的问题，就说这组织力，就不一样，这次的立法可见一斑。举个例子，去年二月，女拳集体冲霹雳霹雳（B站）那次，组织力度之强，声势浩大，都没见过，而且从各方面下手懂得冲合作方，懂得影响股市、带动舆论。而起因仅仅是B站为了平息风波，各打五十大板，既下架了那部动画，又封了那个舔饭圈和女拳的LexBurner，就被骂“辱女”了。它们的口号：LexBurner可以因为辱女被封，但是不能因为舔它们被封。与之相比，微博上连“鲨光男人”都说得出来，别说冲了，骂都没几个人骂过。所以，短时间内，男性会被女性压着，直到在忍耐中爆发,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 0, 1, 0, 0]",263,hateful
tieba,race,这是什么瘠薄玩意，连东三省都有了。。。。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",20,hateful
tieba,gender,你见过有能力的男人会这么抱怨吗？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,non-hateful
tieba,race,这是一个把外来入侵物种引到西欧的好机会,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 1, 0]",19,hateful
zhihu,region,有些人啊，就是活的不明白怎么让自己活得好，才是真实需求，别人过得不好，自己就开心了，这叫虚荣再说了，上海生上海长，活得不如人意的人也很多，哪个地方都有，很正常的事情，个例e非得上升到地图炮，真的是无语,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",100,hateful
tieba,lgbt,配偶团里的戴斯真是格外引人注目,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
zhihu,race,果然是有组织有预谋的团体，😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
zhihu,race,可行，就像杨笠一样，有个标志物容易分辨,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,non-hateful
tieba,lgbt,看到了那个枯寄吧的回复果然和我说的一样只会无脑谩骂果然txl没有正常人,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",35,hateful
zhihu,region,地域黑真的够了，都是中国人有什么好黑的？新疆人是小偷，河南人是骗子，东北人黑社会，东莞的都是小姐，上海人排外。以偏概全这种真是太可怕了，都分明没有去过那个地方，或者只是因为一个人一件事就对那个地方产生别的不好的印象，难道不觉得可悲么。我只知道，都是中国人，都值得尊重。哎，答不对题，只是看到评论说河南籍新疆人有感。,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",157,hateful
zhihu,race,日本人踩雷了成本才大😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
tieba,race,拆除国内的倭狗街和倭狗学校！！！！倭狗日杂必须灭绝！！！！,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",29,hateful
tieba,race,中华田园犬？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
tieba,gender,你个煤炭也想发光？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",9,hateful
tieba,race,黑人不干活，白得20万。国人在拼死活供他们。吃喝嫖抽。一帮废物，能帮中国什么？滚蛋，wwe草，啥也不懂,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",51,hateful
tieba,gender,这种男人可能心不坏，但是实在是很令人讨厌，往往把自己看得很高，虽然普通和自信是两个褒义词，但是这种情况下就变成了贬义，虽然呼吁大多数人都要普通且自信，但是这种男人并不仅仅是自信了，而是骄傲自负，自信过头了，是非常不好的一种行为。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",114,hateful
tieba,gender,不守男德的东西,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",7,hateful
tieba,race,一个破演员而已,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,hateful
tieba,race,我记得不太清楚了，去年好像有一个。本国留学生被一个混血老黑枪击案，,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",33,non-hateful
zhihu,race,我不讨厌黑人，我讨厌那些不学无术到处惹是生非毫无法律意识的人渣，黑人是有好人，可惜我看不到🍉高素质的人才到哪里都能得到尊重，无论肤色种族,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",71,non-hateful
zhihu,region,定居东北你就齐活了,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",9,hateful
zhihu,race,哈哈哈哈太逗了🤭,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
tieba,gender,你想穿穿呗,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,non-hateful
zhihu,region,打错了，不是F省，应该读作H省,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
zhihu,race,因为对于丑的，是不被当成人的。你见过男的碰200多斤的黑白坦克吗？女的还真挺多的。好看的，别说外国人了，外星人都行，机器人更兴奋。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",65,hateful
tieba,lgbt,最后只能把头蒙起来,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,non-hateful
tieba,gender,这下打出沉默了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
tieba,lgbt,这个不应该，他是很伟大的科学家。该骂的是又同又飞舞的,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",26,hateful
zhihu,race,直接自动排除掉了😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",12,non-hateful
tieba,gender,武侠火那时候全是龟男道德观，自然衍生出这种作品,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",23,hateful
tieba,gender,"目前直男这个词包含下面一种含义：指那些不够敏感的男性。为什么这个词会有这种含义？因为很多女的都敏感、多疑、热衷于勾心斗角，女的会觉得敏感到热衷于勾心斗角是很正常的事，她们不会把这当作缺点，""直男""这个词的出现是她们对在她们看来不够敏感的男性的讽刺，这是女生的一种自我认同，或者说是为自己的行为辩护、寻找合理性",1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",154,hateful
zhihu,region,以前确实是这样，现在觉得只针对南方了，我河南的，玩游戏有个区，东北河南都有，早期东北人骂河南人能把河南人骂自闭，现在风水轮流转，就不咋骂河南了,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",71,hateful
zhihu,race,给中国女孩按eg的是那些外国人🤣🤣怎么又是我们背锅了🤣🤣太牛了,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 0, 1, 0, 0]",47,hateful
zhihu,region,您就是在地域黑,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",7,hateful
zhihu,race,错了！是要命才去欧洲😊,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
tieba,race,又可以去happy~~,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
tieba,lgbt,天啦噜，真素悲壮，好感人啊,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
tieba,gender,男权是男女平权。请不要污名化男权。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
zhihu,region,那个人本来就是陕西的，他的抖音号你可以去看,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",21,non-hateful
zhihu,race,这里说没啥用，重口味的女人不会出现在这里,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",20,hateful
tieba,gender,20W你天天去洗脚能下半身都洗秃噜皮………,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",21,non-hateful
tieba,race,好斗是黑的本性,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",7,hateful
tieba,gender,欲壑难填利令智昏竭泽而渔,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",12,non-hateful
tieba,lgbt,我突然想到一个很好的题材，【论同性恋如何发表那比法西斯还愚蠢的言论】,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",34,hateful
